bend_hex	bend_int	lend_hex	lend_int	type	property
95FFFE2D	 771686293	95FFFE2D	 771686293	UAV  	rwHoldoutAlpha
DFA928DD	3710429663	DFA928DD	3710429663	bool 	bUseUVSecondaryMtB
8DA9DAF2	4074416525	8DA9DAF2	4074416525	float	fSSLRLightProbeIntensity
50999B2E	 781949264	50999B2E	 781949264	float2	fUVOffsetSpeedFactorC
12E8E54C	1290135570	12E8E54C	1290135570	float4	fSkyBackgroundCloudShadowColors
A8BB5165	1699855272	A8BB5165	1699855272	=    	0x42800000
00A41C8B	2333910016	00A41C8B	2333910016	texture	tFaceNormalMap__disclosure
0897202C	 740333320	0897202C	 740333320	float	fFinWaveB
15803022	 573603861	15803022	 573603861	bool 	fWriteShadow
1A98CC2D	 768383002	1A98CC2D	 768383002	uint 	moveType
C8C73409	 154453960	C8C73409	 154453960	UAV  	rwIntervalPointCount
7757CFBD	3184482167	7757CFBD	3184482167	UAV  	gPlantOnSurfaceIndexBuffer
6D3420D7	3609212013	6D3420D7	3609212013	UAV  	gPrimCsTemporal
4D692187	2267113805	4D692187	2267113805	UAV  	rwFroxelDebug
7F69D998	2564385151	7F69D998	2564385151	bool 	bEnableOpaque
6B627490	2423546475	6B627490	2423546475	uint 	iMarkerNum
D57D5C37	 928808405	D57D5C37	 928808405	UAV  	tRWHeightMap
8C3E438E	2386771596	8C3E438E	2386771596	int  	_padding
02A67BCC	3430655490	02A67BCC	3430655490	UAV  	t2DLUTOutput
69AA2550	1344645737	69AA2550	1344645737	UAV  	rwTileI_Single_nc__uavcounter
A4E8124D	1293084836	A4E8124D	1293084836	float	fRimOpacityFactor
EE510E0D	 219042286	EE510E0D	 219042286	texture	tDisplacementMap__disclosure
B8EA0D00	    912056	B8EA0D00	    912056	cbuffer	CBMhDecalSM
F4D23CA8	2822558452	F4D23CA8	2822558452	int  	iRadialFilterSampleColorScale
3B3389AC	2894672699	3B3389AC	2894672699	texture	tShadowMap
3AEA6C7B	2070735418	3AEA6C7B	2070735418	UAV  	rwIntervalPoints
88C6AA4C	1286260360	88C6AA4C	1286260360	float2	BokehMaxTextureFetchCoord
69E8E166	1726081129	69E8E166	1726081129	sampler	SSPanoramaMap__disclosure
7058B183	2209437808	7058B183	2209437808	texture	lightProbesDest
A0310F45	1158623648	A0310F45	1158623648	bool 	gammaCorrect
B6BD3A04	  70958518	B6BD3A04	  70958518	cbuffer	CBPrimitive
16B77AC7	3346708246	16B77AC7	3346708246	float	fRotRandomize
FEFEA262	1654849278	FEFEA262	1654849278	float	fS3
44E143B1	2974015812	44E143B1	2974015812	float3	fSnowEmissiveMapFactor__uiColor//
5256ECDF	3756807762	5256ECDF	3756807762	float4	fDetailC_Color__uiColor
BA676B90	2422958010	BA676B90	2422958010	float3	time
57A2E094	2497749591	57A2E094	2497749591	float2	fScreenOffset
59331DE5	3843896153	59331DE5	3843896153	}    	gSpeedTreeGlobalWindBufferPF
7A0AE7D0	3504802426	7A0AE7D0	3504802426	float	fMotionBlurFurShutterSpeed
BC99FA18	 419076540	BC99FA18	 419076540	uint 	iVBOffsetTexcoord
0EDF7CC4	3296517902	0EDF7CC4	3296517902	cbuffer	CBMhMaterialFakeSphereLocal__disclosure
6226FD87	2281514594	6226FD87	2281514594	float	fBlendFurEdgeBlend__uiUNorm
271E4629	 692461095	271E4629	 692461095	float	strength
3B717E62	1652453691	3B717E62	1652453691	float4	fMinMaxRangeWorldY
132600AE	2919245331	132600AE	2919245331	texture	tSHDiffuse
A8F7AD4D	1303246760	A8F7AD4D	1303246760	cbuffer	CBSnowField4Geometry
B4E77DC1	3246254004	B4E77DC1	3246254004	UAV  	tUpsampledTexture
E4DA3118	 405920484	E4DA3118	 405920484	float	coc_scale
340DAC10	 279711028	340DAC10	 279711028	float	fSnowDetailNormalBlend__uiUNorm//
41509958	1486442561	41509958	1486442561	float	fBlurThreshold
23AA8FE2	3801066019	23AA8FE2	3801066019	}    	constantVolumes
B6F2E779	2045244086	B6F2E779	2045244086	float	fMotionKeyAlpha
553FEBCC	3437969237	553FEBCC	3437969237	bool 	bUseUVSecondaryDetailNMtB
5198C90D	 231315537	5198C90D	 231315537	texture	tBlendMap
E35B9E78	2023644131	E35B9E78	2023644131	texture	tSkySunMaskMap
6F6E9675	1972792943	6F6E9675	1972792943	UAV  	rwTileSingle_nc__uavcounter
756F55E4	3830804341	756F55E4	3830804341	float2	fLuminanceDebugDispMinMax
CE0110AD	2903507406	CE0110AD	2903507406	float	fAnimEmitSpeed
79A13995	2503582073	79A13995	2503582073	float	fDOFFocus
A79EF6D4	3572932263	A79EF6D4	3572932263	float	fLightSensitivity
8D20C2B5	3049398413	8D20C2B5	3049398413	=    	0x3ee8ba2f
83B297D0	3499602563	83B297D0	3499602563	float3	fGodRaysOrigin
B2855967	1733920178	B2855967	1733920178	texture	gActiveOcclusion
3194A0E5	3852506161	3194A0E5	3852506161	float	fFireColorRate
B2C53AA0	2688206258	B2C53AA0	2688206258	UAV  	tRWTexture4
3E100150	1342246974	3E100150	1342246974	texture	tAlbedoUniqueMap__disclosure
54EF46F0	4031180628	54EF46F0	4031180628	uint 	iApproximateSSAODepthMipBias
37FD31CD	3442605367	37FD31CD	3442605367	cbuffer	CBPickObject
83C7361C	 473352067	83C7361C	 473352067	texture	tSnowField4
7626BAD2	3535414902	7626BAD2	3535414902	bool 	bGISpecularSHDiffuseBlend
7F43F911	 301548415	7F43F911	 301548415	float4	fSnowMatControl__uiUNorm
72526F1A	 443503218	72526F1A	 443503218	float4	fVertexAO__uiColor
1707CE25	 634259223	1707CE25	 634259223	float	fFlowStrength
5E6526A2	2720425310	5E6526A2	2720425310	texture	gShapeVertexBuffer
D074B56C	1823831248	D074B56C	1823831248	texture	gEmitterData
CEA15516	 374710734	CEA15516	 374710734	UAV  	gParticleBinaryUAV
6924D450	1356080233	6924D450	1356080233	float2	fSkyCloudSpeed3
A9C35DD1	3512583081	A9C35DD1	3512583081	float	HDAOIntensity
6EBFCCCF	3486302062	6EBFCCCF	3486302062	=    	0x3f400000
9081D648	1222017424	9081D648	1222017424	bool 	bEnableTemporalAA
A612FB7E	2130383526	A612FB7E	2130383526	UAV  	tColorOutput
78496C2C	 745294200	78496C2C	 745294200	texture	gPrimCsInVertex
0B4BC7D0	3502721803	0B4BC7D0	3502721803	float3	fFogColor
185BD079	2043697944	185BD079	2043697944	uint4	iConst1
7D0F14E3	3809742717	7D0F14E3	3809742717	uint 	iIBOffset
0F2FA094	2493525775	0F2FA094	2493525775	texture	tSkyBlendCloudMap3
688B99B1	2979629928	688B99B1	2979629928	float	fNoiseLength__uiUNorm
EFDC64DE	3731152111	EFDC64DE	3731152111	texture	gOcclusionCellBuffer
61AD7435	 896839009	61AD7435	 896839009	bool 	bDisplacement
150368C6	3328705301	150368C6	3328705301	texture	snapshotIndirectData
6C7B080E	 235436908	6C7B080E	 235436908	UAV  	tRWTileMaxHorizontal
0CD1AE6D	1840173324	0CD1AE6D	1840173324	bool 	near_ignore
C5E6AD95	2511201989	C5E6AD95	2511201989	bool 	bIsRenderingWater
016D20F9	4179651841	016D20F9	4179651841	texture	tGUINoiseMap
900504A8	2818835856	900504A8	2818835856	texture	lightProbesVertices
6F90A116	 379687023	6F90A116	 379687023	float	BokehContentScale
9E50591A	 442060958	9E50591A	 442060958	float	fEdgeCoef
B61727FB	4213643190	B61727FB	4213643190	float	fPrimaryExpo__uiUNorm
D535FD4E	1325217237	D535FD4E	1325217237	texture	tWaterCubemap1
B9BFEA94	2498412473	B9BFEA94	2498412473	uint4	iInputLayoutOffset2
BDEB3152	1379003325	BDEB3152	1379003325	float	fDispSpeed
2BF8F1C4	3304192043	2BF8F1C4	3304192043	texture	TileMaxH
77A1CCC3	3284967799	77A1CCC3	3284967799	float	fWaterCustomRoughness
850B8B33	 864750469	850B8B33	 864750469	UAV  	tCOCMipMapTarget3
63A691CD	3448874595	63A691CD	3448874595	float	fDepthBias
F8C88D34	 881707256	F8C88D34	 881707256	bool 	bUseRoughColor
8188FCA5	2784790657	8188FCA5	2784790657	float4	fBaseMapFactor__uiColor
561F1886	2249727830	561F1886	2249727830	cbuffer	CBDecal
B216F1E1	3790673586	B216F1E1	3790673586	bool 	bDecalEmissiveBoost
E013EFA5	2783908832	E013EFA5	2783908832	=    	0x41700000
B44AEE5C	1559120564	B44AEE5C	1559120564	float	fPartsMaskZ__uiUNorm
D8F7512F	 793901016	D8F7512F	 793901016	cbuffer	CBGodRaysIterator
04C7C466	1724172036	04C7C466	1724172036	float4	fBlendMatFactor
77E9FBFD	4261144951	77E9FBFD	4261144951	float	fShutterSpeed
933DCBF9	4190846355	933DCBF9	4190846355	bool 	bHdrOutput
B7BA61B7	3076635319	B7BA61B7	3076635319	bool 	bSSLRTemporalReset
9ACB5C00	   6081434	9ACB5C00	   6081434	bool 	bBroadAreaShadowEnable
619A5D19	 425564769	619A5D19	 425564769	float	fAccurateThreshold
4ABAEE01	  32422474	4ABAEE01	  32422474	sampler	SSVertexColor
F311C64B	1271271923	F311C64B	1271271923	float	fFinSpectralB__uiUNorm
CD496DBE	3194833357	CD496DBE	3194833357	float	fGodRaysMaskRadius
81E1B2AD	2914181505	81E1B2AD	2914181505	sampler	SSRMT__disclosure
72B8C247	1203943538	72B8C247	1203943538	UAV  	rwIndirectArgs
E132C71A	 449262305	E132C71A	 449262305	float	fNormalBlend__uiUNorm
7DB94612	 306624893	7DB94612	 306624893	bool 	bAntiSSSEmit
EB2225F1	4045742827	EB2225F1	4045742827	float3	fColor
5D6BC6FC	4240862045	5D6BC6FC	4240862045	float	fS4
B8DB33B6	3056851896	B8DB33B6	3056851896	float4	fPrimParam8
B95DE4E2	3806617017	B95DE4E2	3806617017	float	fScreenAlpha
22EA8E22	 579791394	22EA8E22	 579791394	sampler	SSAddNormal__disclosure
B133FD02	  50148273	B133FD02	  50148273	sampler	SSShoveler
0436204D	1293956612	0436204D	1293956612	cbuffer	CBSpeedTreeLocalWind
81021FD6	3592356481	81021FD6	3592356481	float2	fIceDisplacementUVSize
A4AB2C2E	 774679460	A4AB2C2E	 774679460	float	fLocalWindBranchlFactor
7087958D	2375386992	7087958D	2375386992	texture	srcVelocityGBuffer
F98073DC	3698557177	F98073DC	3698557177	float	fVPushScale
954B818F	2407615381	954B818F	2407615381	float2	materialTiling
186B1AB9	3105516312	186B1AB9	3105516312	int  	iRadialBlurAlpha
E1DF2FDC	3694125025	E1DF2FDC	3694125025	cbuffer	CBDOFFilter
9FE20B96	2517361311	9FE20B96	2517361311	uint 	iErrorUnitPass
0FBED924	 618249743	0FBED924	 618249743	texture	inputBufferSH3RGB
315CADF2	4071447601	315CADF2	4071447601	UAV  	rwCheckerDepth
E27094D5	3583275234	E27094D5	3583275234	float	fDecalMetallic
65119BB6	3063615845	65119BB6	3063615845	UAV  	gOcclusionCellVertexBuffer
A3A19AE2	3801784739	A3A19AE2	3801784739	float	fDOFNear
65AAC483	2210703973	65AAC483	2210703973	bool 	bEnableSdrSimulation
2D8A136A	1779665453	2D8A136A	1779665453	float4	fXprojectionTranspose__uiSNorm//
55539A3B	 999969621	55539A3B	 999969621	texture	tPrecomputedRayleighSRV
DEF29DFA	4204655326	DEF29DFA	4204655326	uint 	iIndexOffset
FC07DA0B	 198838268	FC07DA0B	 198838268	sampler	SSPrimTubeLightTexture
05200513	 319102981	05200513	 319102981	uint 	iWorkaroundConstant
5922C564	1690640985	5922C564	1690640985	float4	fSkyMiddleCloudHighlightColors
1E9C3887	2268634142	1E9C3887	2268634142	bool 	bRTBlend
2DC10A7C	2081079597	2DC10A7C	2081079597	texture	inputCubeTemp
1D7D0F4A	1242529053	1D7D0F4A	1242529053	texture	gSpeedTreeBoundingBuffer
BBFD48B0	2957573563	BBFD48B0	2957573563	float4	AdjustParams
FCE56824	 610854396	FCE56824	 610854396	cbuffer	CBMhSkyLpPS
72944953	1397331058	72944953	1397331058	float	fMaxHeightDent
B81B2AB1	2972326840	B81B2AB1	2972326840	float	fWaterCustomFresnelBias
4DDFE325	 635690829	4DDFE325	 635690829	float	fWaterCustomProjectionNormalBlend//
BA0B776A	1786186682	BA0B776A	1786186682	uint 	iSrcJointsOffset
DE604132	 843145438	DE604132	 843145438	cbuffer	CBWorkaround
2B7D7697	2541124907	2B7D7697	2541124907	cbuffer	CBMhMaterialTMG001Local__disclosure
F095466A	1783010800	F095466A	1783010800	float2	fOriginalInverseSize
03DD1B5C	1545329923	03DD1B5C	1545329923	float	fRoughness__uiUNorm
B563ECC6	3337380789	B563ECC6	3337380789	cbuffer	CBSpeedTreeGlobalWindPF
FEBD4970	1883880958	FEBD4970	1883880958	float	fFakeLightBlend
76E557EC	3965183350	76E557EC	3965183350	cbuffer	CBBokehAutoFocus
6DA4C634	 885433453	6DA4C634	 885433453	UAV  	clearT2
29D05AF9	4183478313	29D05AF9	4183478313	float	fDepthNear
211F9603	  60170017	211F9603	  60170017	float3	gActiveOcclusionAreaMinPos
4E754234	 876770638	4E754234	 876770638	float2	fBoundingYMinMax
9CD10479	2030358940	9CD10479	2030358940	float	HBAOLargeScaleAOAmount
A93882C5	3313645737	A93882C5	3313645737	float	fPaintEmitIntensityMultiply
7C286444	1147414652	7C286444	1147414652	uint 	iPrimaryLight
A88B8015	 360745896	A88B8015	 360745896	texture	tSnowField8
D18D135C	1544785361	D18D135C	1544785361	texture	tTurbulenceVolume4
56A9675F	1600629078	56A9675F	1600629078	float4	fFurParam__uiUNorm
64399AFE	4271520100	64399AFE	4271520100	float3	fAdditinalAxis
0E5279FD	4252586510	0E5279FD	4252586510	cbuffer	CBPick
DE776B96	2523625438	DE776B96	2523625438	float	fStartFrame
28BE9786	2258091560	28BE9786	2258091560	float	fFurShutterSpeed
8AC4D140	1087489162	8AC4D140	1087489162	cbuffer	CBMhMaterialVfxAuroraLocal__disclosure
CCDB6B38	 946592716	CCDB6B38	 946592716	float	fWaveLength
4F0FDF32	 853479247	4F0FDF32	 853479247	UAV  	gTileLightMaxCount
08708BE1	3784011784	08708BE1	3784011784	float3	fGUIIconLightColor
B5D31795	2501366709	B5D31795	2501366709	float	fWindBranchAdherences_y
6F5AF622	 586570351	6F5AF622	 586570351	texture	tSkyCloudMap3
87486735	 895961223	87486735	 895961223	float	fIceSlantRange
80B785A3	2743449472	80B785A3	2743449472	bool 	bUsePaint
81CE9AC0	3231370881	81CE9AC0	3231370881	float4	fDecalColor
EE541F67	1730106606	EE541F67	1730106606	uint 	iSnowFieldDivisionNum
DBBC8125	 629259483	DBBC8125	 629259483	float2	fFilterUVMin
33EC3188	2284973107	33EC3188	2284973107	float4	fVertexColorMapMask__uiUNorm//
222CFC27	 670837794	222CFC27	 670837794	float	quater_resolution_threshold
ED497DA3	2742897133	ED497DA3	2742897133	sampler	SSOpacity__disclosure
F559706D	1836079605	F559706D	1836079605	float3	fDepthColorColor
369B47FA	4198996790	369B47FA	4198996790	float4	fMaterialPaintCapsuleP1
FE9669C8	3362363134	FE9669C8	3362363134	texture	tGUIBlendMap
E3E4EE48	1223615715	E3E4EE48	1223615715	bool 	bSpecialBlend
94880673	1929808020	94880673	1929808020	float	fSnowTile
357BB195	2511436597	357BB195	2511436597	bool 	bLightProbeEmissive
6F3D889B	2609397103	6F3D889B	2609397103	bool 	bDecalFlowMap
43016661	1634074947	43016661	1634074947	uint 	iNmSrcOffset
4B79971E	 513243467	4B79971E	 513243467	float	fShadowLevel__uiUNorm
C1BC8ADB	3683302593	C1BC8ADB	3683302593	float	fNoiseWaveSpeed
E7A9EE66	1726917095	E7A9EE66	1726917095	float	fMayuMapNum
01F65C09	 157087233	01F65C09	 157087233	texture	tSkySunLightMaskMap
37BB45CB	3410344759	37BB45CB	3410344759	=    	0x3e4ccccd
A994071C	 470258857	A994071C	 470258857	bool 	bVolumeBlendEnable
C9467E7A	2055096009	C9467E7A	2055096009	cbuffer	CBMhMaterialEM080Local__disclosure
B6C0EC4D	1307361462	B6C0EC4D	1307361462	float	fDeltaTime
B616C977	2009667254	B616C977	2009667254	float	fPN_RimOpacityPow
7BF2DF5E	1591734907	7BF2DF5E	1591734907	float	fDecalTransparency
56DE7351	1366548054	56DE7351	1366548054	float3	fMudDir__uiDirection
D5D68162	1652676309	D5D68162	1652676309	float	fRefractBlend__uiUNorm
4A2D21EB	3944820042	4A2D21EB	3944820042	texture	tFxMap__disclosure
C1EDE06A	1793125825	C1EDE06A	1793125825	float3	fSmokeColor
9D0F4291	2437025693	9D0F4291	2437025693	float	HBAONDotVBias
020848E2	3796371458	020848E2	3796371458	float	fKizuMultiply
63BA31F4	4096899683	63BA31F4	4096899683	float3	fDecalEmissiveMapFactor
135E3B7C	2084265491	135E3B7C	2084265491	float	fDisplacementLevel
A70365E9	3915711399	A70365E9	3915711399	float	fFurNMHeight
27F22688	2284253735	27F22688	2284253735	float	fWorldScaleY
80609966	1721327744	80609966	1721327744	float	fAlbedoBlend__uiUNorm
227E90BA	3130031650	227E90BA	3130031650	cbuffer	CBLuminanceDebugDisp
F01AB20A	 179444464	F01AB20A	 179444464	float	height
E2D7B06B	1806751714	E2D7B06B	1806751714	float	fNormalFactor__uiUNorm
AB665676	1985373867	AB665676	1985373867	float2	fDitherSize
6292CFE3	3822031458	6292CFE3	3822031458	float	fVRDeltaTime
18910CD7	3607925016	18910CD7	3607925016	float4	fPrimParamEx1
EC601939	 957964524	EC601939	 957964524	cbuffer	CBLight
5D1F56FA	4199948125	5D1F56FA	4199948125	sampler	SSBase
D11394CB	3415479249	D11394CB	3415479249	float	min_roughness
80180718	 403118208	80180718	 403118208	float3	probeColor
6F928D8B	2341311087	6F928D8B	2341311087	float	HBAOSmallScaleAOAmount
456021E9	3911278661	456021E9	3911278661	bool 	bInstanceEffect
0F7ABA63	1673165327	0F7ABA63	1673165327	texture	tVolumeTex3
A1EBF123	 603057057	A1EBF123	 603057057	sampler	SSVertexColor__disclosure
2E412F1E	 506413358	2E412F1E	 506413358	bool 	bPaintShade
D3F958A0	2690185683	D3F958A0	2690185683	float	fWaterDeltaTime
0D0EB9A1	2713259533	0D0EB9A1	2713259533	float4	fBlendBaseMapFactor__uiColor//
47A4DC15	 366781511	47A4DC15	 366781511	texture	tMipFogTable
98410DC1	3238871448	98410DC1	3238871448	texture	tSnowField12
7B809FD4	3567222907	7B809FD4	3567222907	cbuffer	CBPrimitiveEx
B193B290	2427622321	B193B290	2427622321	texture	TileMax
D0B04287	2269294800	D0B04287	2269294800	float2	fDOFPixelSizeLow
0CA7060F	 252094220	0CA7060F	 252094220	cbuffer	CBMhMaterialScrIceBlendLocal__disclosure
8A53E8B8	3102233482	8A53E8B8	3102233482	float4	fPrimParam0
9266E557	1474651794	9266E557	1474651794	int3 	iSpeedTreeParam
3A997E1B	 461281594	3A997E1B	 461281594	uint 	fImagePlaneTechnique
F530FCDE	3741069557	F530FCDE	3741069557	float	fMurkiness
E81840F7	4148173032	E81840F7	4148173032	float	BokehCoCBias
D42E5D9D	2640129748	D42E5D9D	2640129748	float	fParallaxMinSampleNum__uiUNorm//
AEB6F822	 586725038	AEB6F822	 586725038	texture	tDensityMap
4A0E2B3A	 975900234	4A0E2B3A	 975900234	cbuffer	CBWaterModel
14E76665	1701242644	14E76665	1701242644	texture	FarAlphaSrc
5304F39A	2599617619	5304F39A	2599617619	texture	tileSingleList
41C5C8DA	3670590785	41C5C8DA	3670590785	UAV  	clearT0
E58E4DA1	2706214629	E58E4DA1	2706214629	cbuffer	CBSparkleParam
F297DFFC	4242511858	F297DFFC	4242511858	texture	ComponentReSrc
563FE3B8	3101900630	563FE3B8	3101900630	float	fDepthColorBlendRate
74AFB233	 867348340	74AFB233	 867348340	texture	CoCAlphaSrc
3B59A269	1772247355	3B59A269	1772247355	float	fFXAAQualityEdgeThresholdMin//
5F9F3D9B	2604506975	5F9F3D9B	2604506975	float	fPanoramaTile
65EC0ED4	3557747813	65EC0ED4	3557747813	UAV  	gBab
0BB2C908	 147436043	0BB2C908	 147436043	float	fDetailDisplacement
B719489B	2605193655	B719489B	2605193655	cbuffer	CBMhMaterialScrIceBlendNoFurLocal__disclosure
E393035B	1526961123	E393035B	1526961123	cbuffer	CBMhMaterialFakeEyeLocal__disclosure
843DFAA1	2717531524	843DFAA1	2717531524	texture	tCbr
A70763AD	2908948391	A70763AD	2908948391	texture	tGUIAlphaMap
6EA15E80	2153685358	6EA15E80	2153685358	float	fShovelCornerBlendRate
DA6C37B3	3006754010	DA6C37B3	3006754010	float2	fHeightMapSize
AC1CDA73	1943674028	AC1CDA73	1943674028	float3	fLightDir
CBE48FF8	4170179787	CBE48FF8	4170179787	bool 	bIsGUIHdrGamma
71B5F70C	 217560433	71B5F70C	 217560433	texture	tHeightMap
BA4F6D38	 946687930	BA4F6D38	 946687930	float4	fSkySunCloudShadowColors
275351A5	2773570343	275351A5	2773570343	float4	fSkyCloudMapFactor2
B8FD6C9D	2641165752	B8FD6C9D	2641165752	uint 	iTotalSpawnCount
1CA9E35F	1608755484	1CA9E35F	1608755484	float	fAlbedoBlend
076E00C4	3288362503	076E00C4	3288362503	cbuffer	CBMhMaterialStdBlendLocal__disclosure
61B079EF	4017729633	61B079EF	4017729633	float3	fEmissiveBlendRimParam
53C0B12A	 716292179	53C0B12A	 716292179	texture	inputBufferSH3_TRGB
114F24D0	3492040465	114F24D0	3492040465	uint 	iNmOffset
3F27F01B	 468723519	3F27F01B	 468723519	cbuffer	CBDecalCommon
60024B7F	2135622240	60024B7F	2135622240	texture	tVoltexMap__disclosure
3672D27F	2144498230	3672D27F	2144498230	texture	CoC
349A685E	1583913524	349A685E	1583913524	texture	lightProbesR
A67DD2B6	3067248038	A67DD2B6	3067248038	sampler	texSampler
BEB85022	 575715518	BEB85022	 575715518	float	fParallax_height__uiUNorm
66B65DD5	3579688550	66B65DD5	3579688550	cbuffer	CBMhMaterialEM032Local__disclosure
41DA044E	1308940865	41DA044E	1308940865	cbuffer	CBSnowFieldMaterial
B3F04AC4	3293245619	B3F04AC4	3293245619	float	fDOFCorrectParamFar
3F42B99F	2679718463	3F42B99F	2679718463	float	fSkyAlpha
5FD5EAB2	3001734495	5FD5EAB2	3001734495	float	fBlendPlaneNormal__uiUNorm
EF967B19	 427529967	EF967B19	 427529967	float	fEarthRadius
2A6C32BA	3123866666	2A6C32BA	3123866666	int  	iDebugLightMaxCount
1626D79A	2597791254	1626D79A	2597791254	=    	0x00000000
34016646	1181090100	34016646	1181090100	float	fSpecularFactor
4DB022BA	3122835533	4DB022BA	3122835533	float	fDarkSensitivity
E6DEA34A	1252253414	E6DEA34A	1252253414	float2	fSkyBlendCloudSpeed0
85F5ABCF	3484153221	85F5ABCF	3484153221	cbuffer	CBMhMaterialTestLocal__disclosure
C9222D32	 841818825	C9222D32	 841818825	float	fBokehDitherScale
34624A17	 390750772	34624A17	 390750772	float	fSecondaryFlowStrength
F6AEA1AB	2879500022	F6AEA1AB	2879500022	texture	gActiveOcclusionVoxelBuffer
F2B11AE9	3910840818	F2B11AE9	3910840818	float2	fRenderTargetInverseSize
F7F70E59	1494153207	F7F70E59	1494153207	texture	tFurBlendMap__disclosure
8285F685	2247525762	8285F685	2247525762	cbuffer	CBLightParameters
2A268F93	2475632170	2A268F93	2475632170	=    	0x3fa00000
F2A6C2D0	3502417650	F2A6C2D0	3502417650	float	fFlowTile
DF55E20E	 249714143	DF55E20E	 249714143	bool 	bSSSEnable
EC484D3B	 994920684	EC484D3B	 994920684	float4	fSkyMiddleCloudShadowColors
F8327484	2222207736	F8327484	2222207736	float	fWaterCustomRefractionTangentNormalBlend//
D973D287	2278716377	D973D287	2278716377	cbuffer	CBMhDecal
C279F50D	 234191298	C279F50D	 234191298	UAV  	t3DLUTOutput
F31211AD	2903577331	F31211AD	2903577331	float4	fImagePlaneColor
E7312045	1159737831	E7312045	1159737831	float	fGodRaysSamples
8543D4D1	3520349061	8543D4D1	3520349061	int  	iSSLRMip0CountThreshold
AE3E10D4	3557834414	AE3E10D4	3557834414	float	VertexPow
68A75A0A	 173713256	68A75A0A	 173713256	float	fHazeFilterHeightStart
AB14DF7C	2094994603	AB14DF7C	2094994603	float3	fDepthTreshold2
82838C19	 428639106	82838C19	 428639106	float2	fFilterUVMax
E98EBFC7	3351219945	E98EBFC7	3351219945	float	fVColorNormalBlend__uiUNorm
A4BD395C	1547287972	A4BD395C	1547287972	float4x4	projMatrix
7492B112	 313627252	7492B112	 313627252	UAV  	tRWTileMax
C54358A8	2824356805	C54358A8	2824356805	float3	fEmissiveBlendColor__uiColor//
44762A60	1613395524	44762A60	1613395524	float	fSSAOPrimaryScale
4D3DB39B	2612215117	4D3DB39B	2612215117	=    	0x43b40000
6EB3E860	1625863022	6EB3E860	1625863022	UAV  	rwReset1
6AE7E7F8	4175947626	6AE7E7F8	4175947626	texture	tRefractionMap
0BB46644	1147581451	0BB46644	1147581451	float	fMaskSpeed
9753B909	 163140503	9753B909	 163140503	uint 	iTotalParticleMax
4F9BF3B2	3002309455	4F9BF3B2	3002309455	sampler	SSHeatMap
6BDC1AC5	3306871915	6BDC1AC5	3306871915	texture	tTurbulenceVolume7
D21D830A	 176365010	D21D830A	 176365010	float	fSmokeFactor
15488693	2475051029	15488693	2475051029	texture	tWaterCustomRMTMap
17A7FD90	2432542487	17A7FD90	2432542487	float	fZAttnEnd
F31BB2CB	3417447411	F31BB2CB	3417447411	uint 	iRenderFrame
475EFC9F	2684116551	475EFC9F	2684116551	float4	fUVTransformUnder
946AAF86	2259643028	946AAF86	2259643028	float2	haltonXY
DABF1EC1	3240017882	DABF1EC1	3240017882	float	HBAONormalBlendRate
04FF4446	1178926852	04FF4446	1178926852	float	fMaxHeightBump
56DC7A04	  75160662	56DC7A04	  75160662	UAV  	tMipMapColorTarget3
BE041AB5	3038381246	BE041AB5	3038381246	float	fOpacityFactor
F5D935A1	2704660981	F5D935A1	2704660981	texture	tSSLR_BlurredMipMap
1CE7003B	 989914908	1CE7003B	 989914908	texture	gSnowField4GeomInfo
6023A26A	1789010784	6023A26A	1789010784	UAV  	outputCubeMip1
6F09F1F1	4059105647	6F09F1F1	4059105647	texture	tVolumeFinalLuminance
66BDE973	1944698214	66BDE973	1944698214	texture	gInstanceIndexBuffer
0F4BE68B	2347125519	0F4BE68B	2347125519	float	near_blur_scaler
BEA8B7D1	3518474430	BEA8B7D1	3518474430	bool 	bSkySunIsRenderingWater
3A74F917	 402224186	3A74F917	 402224186	=    	0x39808081
C0525D74	1952273088	C0525D74	1952273088	float3	fExtinctionCoefficient
F7CF66EE	3999715319	F7CF66EE	3999715319	float	fIceVPushScale
5549B134	 884033877	5549B134	 884033877	float2	fPaintUVTile
AB0E360C	 204869291	AB0E360C	 204869291	bool 	far_ignore
F786720E	 242386679	F786720E	 242386679	float2	fTemporalClampMax
FB94C143	1136760059	FB94C143	1136760059	UAV  	clearT3
5D557455	1433687389	5D557455	1433687389	bool 	bIsUseNoise
A6E250C8	3360744102	A6E250C8	3360744102	float	fFilterMipLevel
66796787	2271705446	66796787	2271705446	texture	tWaterNoise
2D6A078C	2349296173	2D6A078C	2349296173	UAV  	gIndirectTempArgsUAV
040320B7	3072328452	040320B7	3072328452	float	fLegendSSSMask__uiUNorm
AFFBEE80	2163145647	AFFBEE80	2163145647	float	fAerosolEffect
11505034	 877678609	11505034	 877678609	cbuffer	CBSnowShoveler
D4C53882	2184758740	D4C53882	2184758740	bool 	bUseUVPrimaryAM
04C110A9	2836447492	04C110A9	2836447492	float	fPartsMaskW__uiUNorm
AACBDC4C	1289538474	AACBDC4C	1289538474	float	fIceFresnelFactor__uiUNorm
CD757828	 678983117	CD757828	 678983117	float	fRadialBlurWidthOffset
9C683CC5	3309070492	9C683CC5	3309070492	float	fVignettingOffset
